520,771,111,83,131
521,762,100,84,147
523,795,112,60,90
524,727,109,80,95
525,693,91,96,118
526,576,74,62,92
528,1408,173,166,260
530,658,94,66,121
531,673,106,75,143
601,183,23,19,32
602,459,72,45,69
604,783,110,77,146
605,170,32,17,14
606,689,109,73,113
607,798,103,84,127
608,805,116,87,153
609,671,105,90,110
610,816,95,103,120
611,790,110,98,114
